timestamp_transaction, transaction_amount($) , revenue($) ,timestamp_on_account_balance,account_number, account_balance($) ,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type, loan_amount($) ,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product, return_on_investment($) ,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
12/15/2019," 3,762.04 "," 4,291.79 ",11/28/2020,5.04837E+15," 1,169.98 ",392 Emmet Point,Bogale,1836,Brokerage,4,business," 440,471.48 ",†Outstanding,Good,Consumer Services," 38,485.18 ",Sann,28,6/27/2022,Foundiougne,26,6/23/2020,,
8/20/2022," 1,458.76 "," 1,433.11 ",12/2/2019,5.10876E+15," 25,991.89 ",90252 Bultman Terrace,Munggang,1764,Brokerage,2,business," 484,260.98 ",Poor,Good,n/a," 53,245.62 ",Wenchang,62,1/13/2020,Og≈çri-shimog≈ç,11,6/15/2018,,
12/2/2019," 1,026.09 "," 2,517.31 ",7/21/2020,5.04838E+15," 40,668.44 ",61446 Sutherland Circle,Aoufous,276,Brokerage,4,business," 120,549.84 ",Unsatisfactory,Good,Public Utilities," 96,833.70 ",Jeminay,67,2/16/2020,Khiv,11,2/20/2019,,
6/4/2022," 4,362.33 "," 1,353.64 ",9/22/2019,5.10876E+15," 86,737.28 ",01 Chinook Terrace,Nancheng,80,Brokerage,1,business," 177,426.74 ",Good,Good,Consumer Non-Durables," 13,617.05 ",New York City,61,5/16/2017,Dongyangzhen,1,5/14/2020,,
12/28/2020," 1,664.28 "," 4,607.35 ",8/25/2018,5.10876E+15," 98,335.02 ",5 Harper Lane,Tukums,1627,Brokerage,2,business," 930,949.04 ",†Very Good†,Good,Consumer Services," 29,880.57 ",La Banda,33,4/19/2017,Janowice,46,8/4/2021,,
6/9/2018," 6,060.68 "," 3,421.19 ",4/25/2022,5.04837E+15," 25,304.52 ",85 American Ash Place,Khudoyelanskoye,1666,Brokerage,1,business," 435,421.50 ",†Outstanding,Good,Finance," 69,836.96 ",Mileb,74,5/25/2017,Dalian,7,1/18/2021,,
1/21/2022," 1,972.74 "," 3,384.96 ",10/2/2018,5.10876E+15," 19,770.88 ",083 Forest Circle,Temeke,1565,Brokerage,1,business," 974,095.65 ",Poor,Good,Transportation," 14,607.31 ",Capat√°rida,22,1/13/2018,San Luis,3,8/17/2019,,
9/27/2019," 1,491.45 "," 8,895.20 ",8/31/2021,5.04837E+15," 36,360.26 ",0 Lighthouse Bay Alley,Henggang,1094,Brokerage,4,business," 754,765.21 ",Unsatisfactory,Good,Finance," 21,302.34 ",Huangbei,61,10/12/2022,Morez,2,4/14/2021,,
12/25/2021," 8,455.90 "," 1,993.36 ",2/25/2018,5.10875E+15," 9,394.09 ",80 Grayhawk Street,Solna,641,Brokerage,1,business," 137,406.16 ",Good,Good,n/a," 4,903.96 ",M·ªπ Xuy√™n,21,9/1/2016,Yosowilangun,37,3/31/2020,,
11/2/2019," 2,405.84 "," 3,980.37 ",1/19/2018,5.10876E+15," 34,982.30 ",3 Service Junction,Zeleneƒç,1724,Brokerage,5,business," 256,861.25 ",†Very Good†,Good,Consumer Non-Durables," 72,662.78 ",El Corozo,43,10/10/2016,Sabirabad,35,1/21/2022,,
8/12/2019," 8,801.90 "," 4,037.64 ",1/31/2021,5.04837E+15," 9,723.13 ",8 Arapahoe Junction,BazzƒÅryah,1681,Brokerage,3,business," 411,717.58 ",†Outstanding,Good,Finance," 73,219.36 ",Sanya,53,4/11/2017,Szyd≈Çowo,45,6/6/2018,,
12/14/2022," 2,926.18 "," 3,527.49 ",7/6/2022,5.04838E+15," 28,004.18 ",03867 Southridge Drive,Cot√©-Lai,1981,Brokerage,5,business," 659,428.44 ",Poor,Good,Health Care," 71,757.83 ",√Ågios Vas√≠leios,47,2/28/2021,Vera,9,12/17/2020,,
9/17/2022," 1,521.95 "," 2,202.41 ",2/16/2022,5.04838E+15," 3,319.70 ",4713 Waubesa Road,Banghai,72,Brokerage,2,business," 666,720.74 ",Unsatisfactory,Good,Basic Industries," 78,048.96 ",Armash,91,10/13/2017,Nglego,6,2/26/2022,,
11/10/2017," 5,630.46 "," 9,379.96 ",12/14/2021,5.10875E+15," 69,006.63 ",1864 Pond Lane,Beitou,1095,Brokerage,2,business," 450,536.78 ",Good,Good,Consumer Non-Durables," 16,005.07 ",Post≈ôelmov,26,6/12/2019,Zaoshi,20,1/30/2018,,
12/12/2018," 7,645.16 "," 3,221.64 ",10/4/2020,5.04837E+15," 93,561.74 ",06 Kenwood Point,Karangpapak,25,Brokerage,2,business," 223,166.18 ",†Very Good†,Good,Health Care," 47,116.95 ",Zbraslav,22,1/10/2020,Caibiran,49,12/3/2022,,
3/3/2017," 9,698.64 "," 9,984.30 ",12/14/2021,5.04838E+15," 19,402.52 ",54324 Red Cloud Circle,Hairag,164,Brokerage,5,business," 960,062.30 ",†Outstanding,Good,Technology," 79,122.36 ",Tupiza,73,7/9/2016,Jinja,44,4/2/2020,,
2/11/2021," 2,948.88 "," 4,308.69 ",5/17/2022,5.10876E+15," 53,622.05 ",5 Fisk Hill,Xinhua,949,Brokerage,5,business," 742,655.18 ",Poor,Good,n/a," 44,437.27 ",Xinglong,15,7/2/2017,Njivice,13,6/14/2018,,
12/6/2018," 7,096.15 "," 8,861.11 ",2/18/2022,5.04838E+15," 15,883.21 ",21 Jenifer Place,Colombo,1589,Brokerage,3,business," 705,524.22 ",Unsatisfactory,Good,n/a," 63,911.18 ",Carcassonne,38,10/17/2018,Bandar Pusat Jengka,24,10/19/2020,,
6/27/2017," 2,348.81 "," 4,161.44 ",10/13/2019,5.10875E+15," 70,973.06 ",9 John Wall Junction,Cotaparaco,1295,Brokerage,2,business," 133,998.12 ",Good,Good,Health Care," 24,567.73 ",Mungo,63,2/14/2018,Tomasz√≥w Mazowiecki,11,11/28/2019,,
4/20/2017," 4,246.30 "," 4,423.78 ",7/9/2018,5.10876E+15," 27,953.05 ",3573 Ramsey Pass,Miro≈°ov,92,Brokerage,2,business," 320,232.22 ",†Very Good†,Good,Miscellaneous," 66,575.01 ",Huangbei,32,6/1/2016,Tours,29,7/26/2022,,
9/19/2017," 4,768.62 "," 7,492.02 ",10/20/2020,5.10876E+15," 88,440.22 ",345 Eastwood Circle,Resende,1566,Brokerage,3,business," 896,466.65 ",†Outstanding,Good,Finance," 50,297.09 ",Korniyivka,94,12/13/2016,Neglasari,10,5/18/2019,,
1/1/2018," 2,463.37 ", 470.33 ,7/18/2019,5.10876E+15," 26,256.31 ",14 Birchwood Way,Forshaga,1089,Brokerage,4,business," 915,978.29 ",Poor,Good,Consumer Non-Durables," 33,531.11 ",Gununglajang,36,6/23/2021,Ushuaia,23,7/7/2019,,
6/26/2021," 1,769.73 "," 3,053.79 ",3/1/2022,5.10876E+15," 81,098.98 ",74 American Ash Center,Lingtou,298,Brokerage,5,business," 143,622.81 ",Unsatisfactory,Good,Health Care," 6,637.15 ",Oktyabr‚Äôsk,91,6/26/2022,Shajia‚Äôao,24,3/30/2019,,
9/2/2020," 9,984.45 "," 8,727.11 ",9/22/2022,5.10875E+15," 6,211.76 ",3143 Karstens Terrace,Pau,1528,Brokerage,3,business," 778,571.24 ",Good,Good,Public Utilities," 39,273.81 ",Ogawa,73,3/28/2016,Panyindangan,3,7/23/2021,,
7/5/2019," 6,285.09 "," 5,301.20 ",3/20/2019,5.10875E+15," 5,652.98 ",0 Fallview Way,Bang Rak,1383,Brokerage,2,business," 405,923.00 ",†Very Good†,Good,Finance," 12,094.18 ",Shaochang,87,11/23/2020,Puerto Boyac√°,31,5/14/2018,,
9/29/2018," 9,358.51 "," 4,289.24 ",6/2/2018,5.10875E+15," 11,031.22 ",846 Sloan Alley,Governor‚Äôs Harbour,1922,Brokerage,1,business," 398,889.19 ",†Outstanding,Good,n/a," 45,998.44 ",Mporokoso,97,3/10/2020,Niafunk√©,22,10/5/2020,,
9/17/2017," 7,430.77 "," 4,251.56 ",7/10/2020,5.04838E+15," 34,549.31 ",24145 Stuart Way,Pampas,1242,Brokerage,4,business," 690,367.54 ",Poor,Good,n/a," 71,878.94 ",San Fernando del Valle de Catamarca,22,7/30/2017,Bajina Ba≈°ta,43,5/22/2022,,
9/1/2019," 4,941.42 "," 4,941.14 ",3/18/2018,5.04837E+15," 32,624.75 ",97489 Sage Trail,Wr√≥blew,1383,Brokerage,5,business," 535,685.52 ",Unsatisfactory,Good,Finance," 49,465.69 ",Novosheshminsk,38,6/12/2021,Banatska Topola,21,10/13/2018,,
3/12/2017," 3,179.41 "," 2,976.06 ",4/3/2022,5.10875E+15," 19,879.52 ",2794 Rowland Crossing,Santa Magdalena,1770,Brokerage,1,business," 778,857.06 ",Good,Good,Finance," 66,593.36 ",Gemena,13,6/12/2019,Nipawin,14,1/23/2021,,
1/27/2020," 2,993.92 "," 4,742.58 ",10/23/2021,5.04838E+15," 34,864.02 ",2536 Meadow Vale Avenue,Junkou,1502,Brokerage,3,business," 616,239.11 ",†Very Good†,Good,Capital Goods," 72,510.16 ",Oebatu,16,3/14/2016,Char BhadrƒÅsan,22,5/13/2019,,
2/19/2017," 5,263.94 "," 1,903.27 ",6/5/2021,5.10876E+15," 29,786.60 ",6378 Drewry Park,Christiana,1082,Brokerage,2,business," 963,299.57 ",†Outstanding,Good,Capital Goods," 11,402.91 ",Zhili,79,7/10/2018,Wierzchowo,1,5/11/2019,,
6/1/2018," 9,200.53 ", 572.17 ,8/18/2021,5.04837E+15," 97,102.63 ",0672 Columbus Drive,Bayan Gol,1068,Brokerage,4,business," 567,480.31 ",Poor,Good,n/a," 89,417.59 ",Carice,95,6/4/2017,Zip√°rion,48,12/22/2019,,
4/22/2018," 3,242.98 "," 5,242.13 ",8/6/2020,5.04838E+15," 24,372.00 ",138 Bashford Crossing,Buenos Aires,1235,Brokerage,5,business," 931,024.67 ",Unsatisfactory,Good,Capital Goods," 57,938.27 ",Studen√°,27,4/9/2018,Moya,23,5/23/2022,,
1/14/2021," 3,332.20 "," 1,801.05 ",2/20/2018,5.10875E+15," 86,603.17 ",67756 Fairfield Terrace,H√§gersten,473,Brokerage,5,business," 942,929.40 ",Good,Good,Technology," 4,939.41 ",Qimeng,44,2/2/2022,Fagersta,26,1/1/2020,,
5/6/2017," 2,726.64 ", 233.96 ,11/17/2020,5.10875E+15," 18,470.28 ",5478 Monument Alley,Zhangdu,1750,Brokerage,5,business," 579,710.75 ",†Very Good†,Good,Energy," 70,029.17 ",Adh Dhayd,24,7/14/2019,Donggaocun,45,4/3/2018,,
8/21/2021," 9,943.82 ", 684.12 ,7/8/2019,5.04838E+15," 27,612.23 ",007 Meadow Ridge Junction,Beiquan,854,Brokerage,5,business," 679,588.64 ",†Outstanding,Good,Consumer Services," 61,414.46 ",Butou,27,8/11/2017,Viga,28,3/26/2022,,
6/14/2019," 6,647.82 "," 4,762.73 ",5/31/2020,5.04838E+15," 77,790.32 ",3465 Utah Circle,Baleagung,1182,Brokerage,5,business," 842,308.98 ",Poor,Good,Consumer Non-Durables," 48,939.36 ",Kazanl≈≠k,17,10/16/2019,Buynichy,30,1/15/2022,,
2/28/2017," 1,760.04 "," 5,265.53 ",4/19/2018,5.04837E+15," 41,845.57 ",11 Oneill Point,Salem,1881,Brokerage,3,business," 335,480.91 ",Unsatisfactory,Good,Consumer Services," 20,981.29 ",Boyarka,6,4/14/2020,Tanzhesi,27,8/11/2021,,
10/20/2020, 124.13 ," 9,585.06 ",3/12/2019,5.04838E+15," 30,727.75 ",4 Kenwood Lane,Guinoaliuan,1485,Brokerage,2,business," 890,415.75 ",Good,Good,Technology," 1,238.72 ",Butajƒ´ra,54,10/2/2021,Donglinxi,33,9/27/2018,,
2/5/2018," 4,387.57 "," 6,532.06 ",3/29/2019,5.10876E+15," 17,585.74 ",114 Monica Terrace,Sindang,1035,Brokerage,3,business," 171,902.16 ",†Very Good†,Good,n/a," 35,661.10 ",Puncakwangi,95,12/16/2019,Paris 04,39,10/4/2019,,
10/19/2017," 4,630.98 "," 8,602.75 ",1/25/2018,5.04837E+15," 45,441.16 ",7 Menomonie Avenue,Prizren,1963,Brokerage,1,business," 624,548.49 ",†Outstanding,Good,Capital Goods," 79,759.23 ",Calebasses,46,11/22/2020,Zernograd,8,7/23/2019,,
6/4/2021," 6,147.88 "," 2,435.44 ",10/22/2022,5.04838E+15," 60,312.53 ",0 Westerfield Street,Kvasiny,1465,Brokerage,3,business," 314,719.15 ",Poor,Good,Consumer Non-Durables," 55,975.85 ",Quiriquire,20,9/23/2016,Blangpulo,22,5/12/2021,,
10/25/2019," 5,269.55 "," 7,946.65 ",12/2/2021,5.04837E+15," 22,230.82 ",46613 Monica Park,Dashtobod,549,Brokerage,5,business," 388,445.41 ",Unsatisfactory,Good,Finance," 95,925.34 ",Vohibinany,79,2/12/2022,Prestea,14,2/10/2021,,
8/18/2018," 3,628.61 "," 9,485.28 ",7/23/2018,5.04838E+15," 41,037.56 ",7 Maywood Terrace,R√≠o Segundo,785,Brokerage,5,business," 961,718.60 ",Good,Good,Energy," 54,645.32 ",Ag√≠a Paraskev√≠,45,5/28/2019,RavƒÅnsar,35,12/24/2022,,
3/18/2022," 4,150.70 "," 6,858.45 ",11/18/2020,5.10875E+15," 61,078.04 ",44674 Norway Maple Parkway,Fatufeto,1209,Brokerage,1,business," 614,391.38 ",†Very Good†,Good,Consumer Durables," 62,093.43 ",Pyh√§nt√§,85,10/17/2022,Mexico,10,1/31/2022,,
7/22/2017," 4,504.46 "," 7,380.98 ",3/13/2018,5.10875E+15," 68,607.13 ",95 Merry Road,Neiafu,1445,Brokerage,2,business," 354,861.94 ",†Outstanding,Good,Energy," 41,700.81 ",Stari Grad,74,7/21/2020,Riofr√≠o,17,5/21/2022,,
4/30/2022," 2,035.27 "," 8,456.30 ",12/4/2018,5.10875E+15," 65,783.64 ",998 Utah Place,Glogovac,1883,Brokerage,2,business," 135,536.48 ",Poor,Good,Technology," 94,713.46 ",Reshetnikovo,39,6/3/2017,Qiryat Shemona,4,1/8/2019,,
12/9/2021," 8,908.15 "," 4,702.72 ",11/19/2019,5.10875E+15," 99,884.93 ",2 Sundown Junction,Fangshan,1919,Brokerage,2,business," 996,389.80 ",Unsatisfactory,Good,Capital Goods," 6,512.81 ",Chengguan,10,2/9/2018,Novocherkassk,3,8/16/2021,,
7/30/2022," 2,169.75 "," 3,085.70 ",5/13/2022,5.10875E+15," 98,334.40 ",267 Saint Paul Place,Boll√®ne,1602,Brokerage,1,business," 449,488.13 ",Good,Good,n/a," 50,646.72 ",Malhou,71,10/25/2020,Langxi,3,8/25/2019,,
11/11/2020," 9,638.52 "," 7,571.21 ",8/29/2021,5.04838E+15," 90,917.06 ",60 Village Green Hill,Linjiang,248,Brokerage,4,business," 189,170.81 ",†Very Good†,Good,Energy," 62,716.32 ",S√£o Miguel dos Campos,31,6/18/2017,Mont√©limar,48,8/26/2022,,
6/19/2017, 188.39 , 422.59 ,5/3/2018,5.10875E+15," 97,911.21 ",3614 Hazelcrest Plaza,Pa√ßos,825,Brokerage,4,business," 937,306.07 ",†Outstanding,Good,Finance," 54,246.90 ",Toyokawa,65,12/28/2018,Miaofengshan,5,1/7/2019,,
3/1/2020," 5,833.62 "," 9,750.67 ",3/2/2022,5.10876E+15," 43,025.90 ",73 Bashford Way,Hengpi,861,Brokerage,5,business," 381,614.10 ",Poor,Good,Miscellaneous," 12,074.23 ",Hewa,34,4/1/2020,Ilovka,50,7/19/2020,,
4/19/2022," 1,281.68 "," 2,522.93 ",2/18/2018,5.04838E+15," 90,933.66 ",4 Morrow Lane,Cihua,241,Brokerage,1,business," 227,452.07 ",Unsatisfactory,Good,Technology," 90,123.10 ",·∏®ƒÅjjƒ´ƒÅbƒÅd,76,4/1/2020,Bateria,44,3/29/2018,,
6/8/2018," 6,025.91 "," 7,295.10 ",1/4/2022,5.10875E+15," 61,340.85 ",2 Barby Center,Darhan,1353,Brokerage,4,mortgage," 745,527.78 ",Good,Good,Public Utilities," 86,393.79 ",Kambar,18,11/14/2018,Amiens,10,8/25/2018,,
7/19/2019," 8,981.48 "," 7,702.74 ",12/24/2020,5.04838E+15," 36,454.38 ",1058 Springview Lane,Yongfeng,893,Brokerage,2,mortgage," 323,460.99 ",†Very Good†,Good,Finance," 54,986.53 ",Uren‚Äô,51,7/16/2019,Moita da Roda,2,9/16/2019,,
8/30/2019," 1,583.10 "," 3,269.53 ",7/27/2019,5.10876E+15," 38,275.56 ",8 Karstens Drive,Shreveport,7,Brokerage,5,mortgage," 772,715.32 ",†Outstanding,Good,Consumer Services," 43,086.40 ",Oslo,30,10/5/2017,Mel‚Äônikovo,42,1/3/2020,,
4/6/2021," 2,839.90 "," 2,866.76 ",12/11/2019,5.04838E+15," 14,907.30 ",49031 Garrison Trail,Chitungwiza,1692,Brokerage,5,mortgage," 669,030.56 ",Poor,Good,Consumer Services," 56,316.95 ",Trondheim,76,6/1/2016,Genteng,4,5/2/2022,,
9/25/2021," 8,675.80 "," 4,840.40 ",5/12/2020,5.10875E+15," 22,037.59 ",25237 Clyde Gallagher Alley,Dongming Chengguanzhen,1231,Brokerage,2,mortgage," 312,101.21 ",Unsatisfactory,Good,Consumer Durables," 5,104.11 ",Maisons-Alfort,60,9/25/2021,Rouen,14,12/14/2021,,
8/12/2021, 777.75 ," 1,121.92 ",11/15/2020,5.04837E+15," 29,396.94 ",5365 Killdeer Parkway,Leuweheq,1501,Brokerage,4,mortgage," 289,091.36 ",Good,Good,Public Utilities," 53,960.89 ",Obiliq,39,7/11/2016,Fengtai Chengguanzhen,46,3/10/2020,,
8/22/2019," 8,043.02 "," 1,716.39 ",1/27/2020,5.10876E+15," 83,826.80 ",3293 Longview Street,Kiikala,890,Brokerage,3,mortgage," 726,232.10 ",†Very Good†,Good,n/a," 73,665.70 ",Higetegera,94,10/18/2022,Janja,6,4/2/2022,,
4/11/2018," 7,212.14 "," 1,650.02 ",9/1/2019,5.04838E+15," 77,595.07 ",7744 Schurz Parkway,Szemud,1960,Brokerage,3,mortgage," 537,746.68 ",†Outstanding,Good,Health Care," 68,403.97 ",Kotablolong,11,9/21/2017,Pringsewu,8,3/17/2018,,
5/7/2020," 9,009.95 "," 7,483.08 ",4/2/2018,5.10875E+15," 21,074.70 ",128 Lakeland Pass,Alto R√≠o Senguer,1997,Brokerage,4,mortgage," 393,442.10 ",Poor,Good,Basic Industries," 24,258.92 ",Pag,31,12/2/2018,Lozova,43,2/8/2022,,
1/17/2017," 8,299.20 "," 8,579.48 ",5/25/2022,5.04837E+15," 10,414.87 ",95798 Thompson Street,Curug,1177,Brokerage,2,mortgage," 629,802.86 ",Unsatisfactory,Good,Capital Goods," 92,713.01 ",MuktƒÅgƒÅcha,93,9/25/2018,Dir√©,15,9/16/2019,,
7/21/2019, 551.05 ," 7,426.68 ",8/1/2020,5.10875E+15," 99,329.31 ",53 Weeping Birch Road,Ko Si Chang,1959,Brokerage,3,mortgage," 440,720.10 ",Good,Good,Health Care," 85,261.44 ",Nossebro,50,5/16/2022,Pionerskiy,10,10/4/2021,,
12/14/2022," 1,325.54 "," 2,060.52 ",5/5/2021,5.10876E+15," 38,837.82 ",5501 Farmco Center,Szczawno-Zdr√≥j,386,Brokerage,4,mortgage," 357,735.08 ",†Very Good†,Good,n/a," 55,873.07 ",Blatn√°,72,11/26/2017,Tabwakea Village,23,4/22/2021,,
2/25/2017," 8,499.80 "," 1,798.13 ",2/26/2018,5.10876E+15," 44,668.68 ",471 Thackeray Court,Waterloo,923,Brokerage,3,mortgage," 566,810.38 ",†Outstanding,Good,Finance," 73,227.12 ",Xiaoshanzi,38,7/22/2021,El Mirador,19,11/6/2021,,
10/8/2017," 7,771.35 ", 435.18 ,5/31/2020,5.04838E+15," 14,848.35 ",41 Farwell Lane,Biograd na Moru,891,Brokerage,1,mortgage," 764,590.55 ",Poor,Good,Finance," 64,977.40 ",Sande S√£o Louren√ßo,83,11/25/2016,Tr√™s Rios,37,2/9/2020,,
9/13/2021," 8,256.04 "," 3,896.48 ",3/10/2020,5.04837E+15," 28,134.55 ",52599 Farragut Crossing,Tonshayevo,1784,Brokerage,5,mortgage," 639,619.50 ",Unsatisfactory,Good,Capital Goods," 65,890.01 ",La Motte-Servolex,6,11/21/2019,Shimotoda,22,10/23/2020,,
4/28/2019," 6,571.32 "," 1,656.30 ",6/3/2019,5.04838E+15," 2,673.83 ",22030 Westport Way,Debark‚Äô,1794,Brokerage,1,mortgage," 393,147.87 ",Good,Good,Finance," 9,854.79 ",Lerrnanist,7,6/15/2020,Quichuay,17,12/3/2021,,
1/21/2022," 8,165.76 "," 9,109.62 ",3/27/2018,5.04838E+15," 97,262.41 ",24 Westport Road,Margaharja,1975,Brokerage,2,mortgage," 195,929.50 ",†Very Good†,Good,Finance," 98,861.00 ",Tulay,69,11/28/2017,Malanday,37,6/1/2021,,
12/31/2017, 826.22 ," 5,760.30 ",8/11/2018,5.04837E+15," 33,079.52 ",41932 Acker Place,Taiping,1171,Brokerage,4,mortgage," 782,803.17 ",†Outstanding,Good,Energy," 84,372.36 ",Damatou,60,8/15/2022,Kikinda,8,10/6/2019,,
8/16/2017," 2,371.76 "," 1,650.64 ",10/7/2019,5.10875E+15," 15,670.85 ",619 Alpine Street,Shangwuzhuang,123,Brokerage,1,mortgage," 832,877.55 ",Poor,Good,Public Utilities," 74,611.73 ",Sanxing,78,10/21/2019,Sosnovoborsk,33,3/3/2019,,
7/6/2018," 9,516.21 "," 3,945.46 ",12/20/2022,5.04838E+15," 35,612.75 ",6 Delaware Plaza,Vendychany,1196,Brokerage,4,mortgage," 832,740.55 ",Unsatisfactory,Good,Health Care," 99,953.17 ",Xamba,42,7/10/2018,Chase,43,3/31/2018,,
7/28/2021," 3,291.94 "," 4,310.64 ",10/18/2020,5.04838E+15," 93,626.06 ",2 Talmadge Trail,Del Valle,1305,Brokerage,1,mortgage," 980,656.86 ",Good,Good,Finance," 79,210.85 ",Henghe,33,10/4/2021,Mampong,8,4/1/2022,,
2/20/2019," 5,382.92 "," 7,723.25 ",3/26/2019,5.04838E+15," 30,339.43 ",9 Vahlen Lane,Gondifelos,389,Brokerage,5,mortgage," 400,246.42 ",†Very Good†,Good,Consumer Non-Durables," 42,437.34 ",Dengmingsi,98,8/21/2019,Spassk,29,6/27/2021,,
7/11/2017," 7,153.92 "," 7,405.16 ",9/14/2018,5.04837E+15," 65,981.76 ",34408 Village Crossing,Zdu≈Ñska Wola,36,Brokerage,1,mortgage," 907,415.33 ",†Outstanding,Good,Finance," 72,372.26 ",Xiamao,68,9/6/2021,Odessa,15,5/9/2018,,
9/8/2019," 3,693.22 "," 8,395.14 ",2/19/2018,5.10875E+15," 58,012.31 ",326 Ryan Terrace,Ash Sharyah,965,Brokerage,2,mortgage," 350,749.42 ",Poor,Good,Finance," 13,404.55 ",Nanl√º,12,4/7/2016,Podbuzh,49,5/15/2021,,
4/6/2017, 790.03 ," 5,342.64 ",8/3/2021,5.04838E+15," 77,482.16 ",333 Cody Plaza,Sumberbening,1696,Brokerage,4,mortgage," 414,039.16 ",Unsatisfactory,Good,Finance," 48,290.99 ",Changlin,26,4/12/2017,S√©gu√©la,7,5/3/2021,,
4/14/2022," 2,876.09 "," 3,522.13 ",6/9/2018,5.10875E+15," 8,838.93 ",15 Mayfield Drive,Jiangcheng,20,Brokerage,4,mortgage," 541,941.14 ",Good,Good,Finance," 10,529.82 ",Shipka,28,3/1/2022,Vidago,18,6/18/2018,,
1/11/2020," 1,329.07 "," 6,485.72 ",9/27/2022,5.04837E+15," 34,663.34 ",4 John Wall Park,Avellaneda,160,Brokerage,1,mortgage," 162,491.69 ",†Very Good†,Good,n/a," 6,177.52 ",Banjar Kertasari,25,3/30/2020,Cabittaogan,12,1/5/2021,,
1/5/2020," 6,452.93 "," 8,507.38 ",7/15/2022,5.10875E+15," 71,273.21 ",8023 3rd Lane,Vila Ch√£,1298,Brokerage,3,mortgage," 536,824.18 ",†Outstanding,Good,Consumer Services," 22,519.75 ",Konkwesso,45,2/12/2021,Candelaria,17,3/24/2018,,
12/2/2018," 5,211.08 "," 4,719.33 ",5/1/2019,5.04837E+15," 93,225.62 ",9055 Amoth Circle,Joroan,556,Brokerage,5,mortgage," 306,700.27 ",Poor,Good,Finance," 63,820.34 ",Varkaus,15,6/10/2019,Yangshuo,48,1/31/2022,,
11/4/2020, 676.51 ," 8,810.40 ",2/11/2022,5.10876E+15," 96,888.68 ",58307 Hayes Junction,Kout na ≈†umavƒõ,155,Brokerage,1,mortgage," 621,533.39 ",Unsatisfactory,Good,Consumer Services," 68,831.95 ",Jianrao,94,2/11/2022,Siuna,49,6/28/2021,,
11/15/2019," 7,100.34 "," 9,908.42 ",1/21/2022,5.04837E+15," 50,827.60 ",49 Fuller Street,Dipayal,827,Brokerage,3,mortgage," 198,686.92 ",Good,Good,Finance," 15,099.51 ",Manalongon,1,10/28/2017,Beya,24,11/2/2019,,
2/24/2019," 9,934.04 "," 6,560.83 ",9/3/2020,5.04838E+15," 42,732.49 ",1 Kensington Avenue,Anguera,822,Brokerage,3,mortgage," 797,084.08 ",†Very Good†,Good,Basic Industries," 35,727.09 ",Concordia,37,3/18/2022,Orl√©ans,8,9/30/2022,,
12/30/2022," 4,980.70 ", 743.91 ,7/7/2019,5.04837E+15," 10,841.58 ",3 Quincy Hill,Jiujie,1702,Brokerage,2,mortgage," 560,092.10 ",†Outstanding,Good,Consumer Services," 88,108.87 ",Ingar√∂,66,11/14/2019,Clamart,25,12/27/2021,,
4/30/2019," 2,139.46 "," 9,253.77 ",7/19/2019,5.10875E+15," 50,423.68 ",98454 Kedzie Road,Gulonggang,1278,Brokerage,1,mortgage," 656,022.28 ",Poor,Good,n/a," 66,887.45 ",Toila,66,6/6/2017,San Jose,46,1/31/2021,,
7/30/2021," 9,688.07 "," 6,905.70 ",10/28/2018,5.10876E+15," 2,075.39 ",3 Mayfield Point,Ry≈çtsu-minato,1056,Brokerage,1,mortgage," 294,403.91 ",Unsatisfactory,Good,Miscellaneous," 29,454.70 ",Yamada,27,7/20/2021,Washington,40,7/31/2020,,
1/21/2021," 7,153.11 "," 5,225.13 ",5/21/2021,5.04838E+15," 56,034.27 ",789 Coleman Center,Krzƒôcin,943,Brokerage,5,mortgage," 260,550.62 ",Good,Good,Basic Industries, 565.32 ,Bandungsari,54,12/5/2020,√Ågua Retorta,23,10/2/2021,,
1/19/2020," 7,611.47 "," 6,248.40 ",8/14/2021,5.04837E+15," 12,092.79 ",7 Burning Wood Point,Kon Tum,1112,Brokerage,1,mortgage," 171,959.44 ",†Very Good†,Good,Consumer Services," 87,565.59 ",Xitieshan,9,8/11/2019,Tol‚Äôyatti,31,10/8/2020,,
4/30/2020," 1,035.71 "," 7,265.86 ",12/25/2021,5.10875E+15," 82,740.13 ",65413 Shelley Avenue,Saint-Gaudens,557,Brokerage,3,mortgage," 588,334.36 ",†Outstanding,Good,Finance," 84,401.47 ",Houston,64,12/4/2018,Lajaluhur,3,5/18/2022,,
9/8/2019," 7,658.79 "," 2,937.15 ",2/3/2020,5.04838E+15," 29,947.64 ",6009 Killdeer Place,Lovran,1891,Brokerage,2,mortgage," 143,401.56 ",Poor,Good,n/a," 74,254.10 ",Kumba,51,9/17/2022,Bukowina Tatrza≈Ñska,37,2/22/2018,,
12/3/2022," 2,372.67 "," 1,429.58 ",4/8/2021,5.04838E+15," 4,127.48 ",5 Bellgrove Pass,Chezhan,1816,Brokerage,4,mortgage," 215,114.91 ",Unsatisfactory,Good,n/a," 7,602.57 ",Baƒákowice,32,11/29/2020,Persen,17,6/6/2019,,
