timestamp_transaction,transaction_amount,revenue,timestamp_on_account_balance,account_number,account_balance,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type,loan_amount,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product,return_on_investment,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
7/25/2018,"$6,137.41 ","$4,905.12 ",9/6/2021,5.04837E+15,"$34,603.69 ",127 Starling Hill,Farwell,782,,94,,"$455,130.33 ",4/3/2018,180.224.112.58,Health Care,"$6,604.02 ",7 Manitowish Road,75,12/13/2018,Mitchell,53,7/24/2019,33.109.180.47,253.169.1.129
3/23/2017,$140.48 ,"$7,762.41 ",4/29/2019,5.04837E+15,"$40,477.15 ",3 Lake View Junction,Pepper Wood,1173,,38,,"$937,489.91 ",1/27/2021,111.250.199.187,n/a,"$6,888.54 ",2 Tony Place,94,3/29/2017,Parkside,19,6/12/2022,66.177.139.184,220.253.86.65
1/24/2021,"$3,929.46 ","$7,663.27 ",7/31/2021,5.10875E+15,"$99,299.75 ",2406 Muir Plaza,Dryden,1230,,70,,"$739,938.01 ",1/9/2022,193.125.245.169,Consumer Non-Durables,"$7,867.41 ",6 Meadow Vale Street,24,6/27/2021,Burning Wood,56,4/18/2018,95.146.16.215,125.176.241.144
12/26/2017,"$7,266.01 ","$7,518.46 ",4/7/2020,5.04838E+15,"$59,497.38 ",894 Hoard Park,Myrtle,197,,22,,"$319,593.20 ",4/5/2019,14.32.58.104,Health Care,"$84,276.82 ",442 Mcguire Lane,83,6/18/2020,Talisman,44,2/2/2022,2.55.193.245,6.111.212.251
12/11/2017,"$2,704.76 ","$1,269.08 ",10/15/2022,5.04837E+15,"$23,632.96 ",93680 Butternut Drive,Arkansas,362,,71,,"$999,737.33 ",11/2/2022,253.227.107.39,Technology,"$61,580.18 ",2 Jana Circle,99,9/19/2018,Larry,46,11/21/2018,222.109.70.196,118.39.183.149
6/8/2018,"$1,989.26 ","$2,931.84 ",3/5/2019,5.10875E+15,"$47,965.73 ",3352 Ridgeview Crossing,Daystar,491,,38,,"$233,940.82 ",4/27/2020,16.162.154.9,Finance,"$68,139.91 ",1011 Kinsman Trail,73,6/24/2019,Carberry,86,3/11/2018,207.89.204.222,5.45.124.202
2/1/2022,"$6,947.09 ","$4,434.46 ",12/30/2022,5.10876E+15,"$52,087.13 ",15 Glacier Hill Place,Longview,1271,,33,,"$844,597.22 ",3/19/2018,104.88.242.197,n/a,"$15,337.39 ",65 Atwood Center,23,1/2/2022,Springview,64,12/26/2019,33.128.222.106,146.14.123.179
5/23/2020,"$8,115.34 ","$3,759.28 ",8/18/2019,5.04838E+15,"$98,590.64 ",77 Northfield Drive,Mifflin,771,,84,,"$256,760.26 ",9/23/2022,218.13.222.20,Technology,"$35,826.17 ",4654 Warner Plaza,86,4/27/2020,Old Gate,68,6/24/2022,34.132.151.154,94.128.66.218
10/5/2020,"$4,907.10 ","$1,537.39 ",9/2/2018,5.04838E+15,"$97,151.71 ",97 Carpenter Park,Sugar,1372,,98,,"$401,636.91 ",4/10/2020,198.181.195.3,Consumer Services,"$76,082.84 ",89 Artisan Hill,46,12/23/2017,Welch,77,1/24/2020,240.82.220.203,132.5.229.56
11/9/2018,"$4,619.63 ","$5,478.35 ",2/21/2018,5.04838E+15,"$30,685.03 ",28 American Ash Street,Rusk,569,,51,,"$999,162.24 ",9/26/2019,197.146.148.8,Basic Industries,"$90,548.28 ",6155 8th Court,92,4/21/2017,Brickson Park,20,8/23/2019,159.152.40.184,243.110.165.227
6/29/2022,"$9,671.68 ","$7,219.14 ",1/9/2021,5.10875E+15,"$33,907.52 ",97 Maywood Junction,Briar Crest,325,,76,,"$535,608.88 ",3/28/2018,133.73.198.242,Capital Goods,"$63,490.90 ",23 Clarendon Park,89,8/7/2019,Sunbrook,74,10/26/2022,171.84.83.86,147.157.244.156
5/31/2021,"$8,387.10 ","$9,852.53 ",5/28/2022,5.04838E+15,"$52,191.14 ",02887 Clove Lane,Bluestem,1004,,48,,"$833,400.76 ",6/18/2019,231.76.138.107,Consumer Services,"$98,901.24 ",70 5th Court,2,9/23/2017,Warner,100,1/17/2021,183.90.233.146,130.136.74.232
4/17/2020,$239.15 ,"$9,432.99 ",5/6/2018,5.04837E+15,"$87,530.42 ",97 Harper Way,Havey,661,,4,,"$465,674.79 ",10/13/2020,115.178.240.31,Finance,"$24,648.04 ",8964 Cody Center,47,8/27/2021,Buell,42,10/12/2018,134.46.6.215,40.208.72.174
11/25/2021,"$7,779.62 ","$1,734.84 ",3/29/2019,5.10875E+15,"$28,109.00 ",0801 Kim Drive,Moulton,413,,71,,"$225,803.82 ",8/31/2021,254.185.142.4,n/a,"$61,822.31 ",969 Summer Ridge Junction,47,7/5/2022,Quincy,48,12/16/2020,146.20.164.3,39.87.68.99
4/2/2021,"$2,846.68 ","$2,721.09 ",12/24/2020,5.10876E+15,"$74,181.66 ",2 Prairieview Center,Comanche,1673,,20,,"$982,644.05 ",12/12/2019,108.89.74.130,Finance,"$15,665.22 ",9 Fallview Avenue,91,12/10/2017,Bayside,53,8/29/2019,50.236.29.96,167.23.66.153
5/3/2018,$48.17 ,"$5,334.44 ",5/28/2021,5.10875E+15,"$17,944.43 ",14 Helena Circle,Northport,1088,,49,,"$832,598.52 ",5/11/2022,153.16.168.91,n/a,$447.27 ,1 Huxley Trail,12,8/25/2018,Redwing,43,8/18/2022,213.58.135.238,111.241.14.209
11/16/2021,"$3,740.03 ",$27.35 ,8/22/2021,5.04837E+15,"$17,320.82 ",9 Harper Plaza,Daystar,1392,,98,,"$825,374.62 ",12/30/2021,115.28.225.238,Finance,"$77,126.44 ",9 Debra Place,52,10/10/2019,Morningstar,85,11/18/2019,239.98.58.212,142.159.184.218
12/21/2017,"$6,583.56 ","$4,653.20 ",8/11/2019,5.04837E+15,"$74,933.70 ",04 Sachs Avenue,Alpine,16,,22,,"$127,731.03 ",8/6/2021,160.117.2.219,Capital Goods,"$95,002.22 ",21 Scoville Way,19,1/20/2022,Canary,6,5/6/2021,95.234.181.220,227.188.252.138
2/23/2019,"$2,157.51 ","$7,558.47 ",11/20/2019,5.10875E+15,"$6,600.22 ",00 Montana Terrace,Northport,1436,,20,,"$925,193.90 ",12/8/2020,165.89.57.87,Technology,"$17,402.98 ",66415 1st Park,35,9/6/2022,Vernon,9,3/26/2019,103.228.213.89,94.26.210.41
12/28/2018,"$4,200.86 ","$4,208.61 ",4/6/2021,5.10876E+15,"$77,560.18 ",292 Hansons Terrace,Westport,371,,58,,"$952,142.81 ",5/18/2020,172.58.211.205,Consumer Services,"$56,571.05 ",89 Morningstar Way,80,9/27/2018,East,48,2/18/2022,255.155.18.158,225.70.214.246
11/1/2019,"$1,074.42 ","$5,008.23 ",3/13/2021,5.04838E+15,"$19,060.97 ",3279 Cascade Park,Sherman,402,,92,,"$272,520.58 ",7/27/2020,244.115.79.81,Health Care,"$57,590.49 ",243 Erie Pass,96,2/2/2016,Quincy,43,3/1/2022,143.139.23.223,144.203.7.49
9/22/2018,"$6,424.76 ","$2,094.60 ",9/8/2018,5.10875E+15,"$29,482.38 ",4304 Shasta Alley,Starling,1465,,98,,"$464,728.61 ",11/14/2019,166.12.142.3,n/a,"$4,833.48 ",2 Clemons Pass,100,3/12/2022,Longview,7,4/23/2018,165.66.195.231,140.179.138.244
3/3/2020,"$5,526.04 ","$6,497.79 ",3/25/2018,5.04837E+15,"$62,662.52 ",50123 Hagan Lane,Farwell,892,,33,,"$741,652.88 ",7/22/2021,177.134.166.80,Basic Industries,"$86,587.82 ",40394 Johnson Way,30,1/20/2022,Norway Maple,41,11/7/2019,38.251.154.217,74.185.143.42
6/1/2020,"$8,961.75 ","$8,063.39 ",5/30/2019,5.04837E+15,"$56,293.15 ",39238 Boyd Plaza,Westport,674,,66,,"$429,198.57 ",2/25/2018,245.221.150.20,Technology,"$91,204.07 ",6007 Melrose Way,76,11/6/2021,Hermina,100,10/16/2021,227.130.70.3,249.17.218.233
7/12/2022,"$6,232.28 ","$5,678.00 ",9/6/2018,5.04838E+15,"$53,360.61 ",8286 Emmet Alley,Magdeline,1183,,97,,"$254,480.55 ",3/17/2019,138.109.244.66,Health Care,"$4,840.94 ",09 Ruskin Plaza,66,5/30/2021,Coolidge,60,4/15/2020,24.63.248.94,55.221.196.73
2/23/2017,"$1,540.10 ","$3,525.42 ",12/21/2018,5.10876E+15,"$22,415.45 ",6608 Blue Bill Park Junction,Magdeline,439,,28,,"$705,207.71 ",8/2/2022,43.141.129.254,n/a,"$25,674.22 ",92392 Haas Plaza,25,6/3/2018,Donald,49,5/27/2018,214.164.29.71,150.26.108.198
11/16/2021,"$6,534.92 ",$784.53 ,12/23/2021,5.10876E+15,"$96,541.00 ",72546 Linden Crossing,Lotheville,1457,,69,,"$592,866.50 ",11/12/2018,137.59.124.104,n/a,"$46,766.13 ",63946 Haas Junction,34,9/25/2017,Sheridan,9,8/1/2020,157.232.175.102,36.35.7.232
10/17/2021,"$3,924.03 ","$7,808.58 ",10/22/2020,5.10876E+15,"$64,007.48 ",636 Manitowish Street,Starling,195,,80,,"$687,876.96 ",5/27/2021,36.164.17.199,Finance,"$4,762.40 ",4748 Old Gate Street,14,10/25/2018,Morrow,10,12/23/2021,254.106.1.87,235.20.228.158
12/6/2019,"$1,410.50 ","$6,315.59 ",7/25/2019,5.04838E+15,"$96,758.14 ",2482 Trailsway Hill,Green Ridge,1480,,33,,"$182,775.86 ",9/25/2019,77.158.245.83,Public Utilities,"$48,971.15 ",10756 Center Terrace,19,9/13/2016,Declaration,65,12/9/2021,189.185.15.137,20.143.106.82
6/8/2021,"$4,376.57 ","$7,186.44 ",12/12/2020,5.04837E+15,"$36,211.13 ",6069 Judy Way,Grover,1179,,49,,"$379,248.38 ",2/21/2022,229.169.49.165,Capital Goods,"$65,827.08 ",869 Northview Point,32,3/5/2022,Del Mar,28,11/17/2020,88.171.133.58,173.167.0.175
10/18/2017,"$6,307.64 ","$8,318.02 ",11/27/2019,5.10875E+15,"$81,823.00 ",2 Sherman Parkway,Dexter,1802,,49,,"$775,751.99 ",9/19/2018,200.229.106.206,Consumer Non-Durables,$778.20 ,5 Carioca Pass,32,3/13/2018,Oak,12,7/26/2020,17.203.232.224,248.20.195.86
9/6/2018,$814.30 ,"$4,836.40 ",1/30/2020,5.04838E+15,"$64,657.96 ",4 Lindbergh Pass,Sheridan,1196,,11,,"$947,653.84 ",3/4/2019,1.65.67.43,Public Utilities,"$42,620.29 ",4 Clarendon Park,8,8/3/2017,Mayer,24,6/22/2021,34.163.136.154,190.19.234.174
3/11/2019,"$9,874.08 ","$1,167.40 ",8/28/2018,5.04837E+15,"$12,425.07 ",632 Fallview Place,Emmet,1322,,6,,"$529,509.01 ",4/8/2022,144.26.239.123,Public Utilities,"$49,256.48 ",170 Toban Trail,84,5/2/2017,Mitchell,75,3/3/2019,188.0.85.76,122.10.9.165
8/8/2018,"$8,233.54 ","$2,705.48 ",9/30/2018,5.04838E+15,"$26,356.29 ",874 Mcguire Center,Forest Dale,1165,,39,,"$570,073.20 ",11/28/2020,44.140.225.46,Miscellaneous,"$33,285.62 ",1402 Stang Parkway,85,8/18/2020,Lunder,25,12/11/2018,96.136.198.213,29.59.29.22
8/7/2019,$195.82 ,"$3,115.27 ",5/9/2022,5.04837E+15,"$53,560.99 ",36 Carioca Drive,Pond,1300,,16,,"$208,458.14 ",3/5/2019,248.129.193.5,Basic Industries,"$96,414.46 ",837 Mifflin Circle,21,8/26/2019,Darwin,24,5/29/2020,239.173.67.235,192.108.92.5
11/24/2018,"$7,660.99 ","$6,093.24 ",5/3/2021,5.10876E+15,"$88,946.32 ",8302 Lien Terrace,Petterle,953,,97,,"$218,794.61 ",10/20/2019,232.90.27.25,Finance,"$57,959.05 ",95 Hooker Parkway,94,9/3/2022,Vera,27,9/29/2018,96.55.174.8,149.138.159.167
3/9/2020,"$7,335.16 ","$5,044.49 ",9/3/2018,5.10876E+15,"$24,985.43 ",8 Sherman Court,Crest Line,51,,78,,"$930,527.71 ",12/8/2021,217.165.81.143,Finance,"$57,008.52 ",6130 Gerald Crossing,82,6/8/2018,Pierstorff,11,6/26/2018,247.245.128.109,172.134.110.230
9/11/2017,"$1,867.49 ","$5,395.91 ",8/24/2018,5.10875E+15,"$98,061.50 ",261 Delaware Drive,Marquette,838,,33,,"$787,234.51 ",4/7/2019,252.22.171.27,n/a,"$15,062.24 ",47628 Colorado Alley,49,12/20/2022,Independence,65,10/1/2019,43.89.205.114,243.67.192.4
8/24/2021,"$9,517.89 ","$7,333.39 ",11/3/2021,5.10875E+15,"$57,356.32 ",20 7th Lane,Grim,1182,,74,,"$469,215.03 ",12/19/2018,36.77.216.171,Capital Goods,"$31,958.47 ",28 Talisman Park,89,4/30/2017,Basil,75,6/30/2018,229.175.66.70,142.22.94.127
11/29/2020,"$7,768.89 ","$5,281.90 ",5/16/2021,5.10875E+15,"$44,149.74 ",82357 4th Lane,Bowman,1152,,14,,"$766,333.37 ",8/18/2019,26.92.130.35,Miscellaneous,"$32,696.45 ",3214 Alpine Lane,6,9/22/2022,Judy,39,11/28/2018,255.67.189.230,219.162.67.70
3/5/2022,"$3,782.65 ","$3,319.97 ",4/19/2022,5.10875E+15,"$6,509.73 ",431 Eagle Crest Circle,Sherman,131,,50,,"$892,412.67 ",8/31/2018,68.12.125.128,n/a,"$50,309.48 ",98317 Old Gate Park,11,1/13/2018,Dixon,67,3/25/2019,234.150.156.181,136.6.121.8
11/23/2019,"$2,113.85 ","$9,419.09 ",2/17/2018,5.04837E+15,"$17,288.41 ",3 Erie Junction,Columbus,1320,,77,,"$127,863.09 ",3/9/2021,7.252.244.152,Finance,"$12,112.91 ",331 Rieder Avenue,77,1/22/2019,Lake View,83,10/9/2020,221.144.113.207,162.120.4.41
2/26/2020,"$4,871.65 ","$9,433.89 ",1/30/2021,5.10875E+15,"$95,760.40 ",032 Rieder Court,Dexter,173,,22,,"$134,151.03 ",8/29/2018,164.36.175.50,Public Utilities,"$82,002.25 ",5 Village Avenue,41,1/23/2019,Schurz,76,6/8/2018,61.235.118.245,185.92.88.104
4/26/2018,"$5,760.70 ","$5,289.90 ",7/22/2020,5.04837E+15,"$99,950.94 ",59628 Carioca Park,Badeau,607,,70,,"$788,972.15 ",5/13/2019,76.100.81.133,Basic Industries,"$8,636.36 ",41066 Dixon Court,18,8/1/2021,Longview,86,6/11/2020,39.80.68.37,150.207.156.151
9/10/2018,"$3,847.16 ",$270.84 ,10/16/2022,5.10876E+15,"$41,933.49 ",5203 Fair Oaks Street,Larry,735,,9,,"$167,826.69 ",9/27/2019,189.130.242.90,Consumer Durables,"$54,098.90 ",1117 Continental Lane,86,6/15/2017,Cascade,7,8/26/2019,171.220.134.47,101.85.115.54
7/27/2017,$8.79 ,"$8,073.22 ",2/10/2018,5.04838E+15,"$22,280.88 ",87 Oak Valley Alley,Ridgeview,316,,3,,"$385,479.19 ",2/6/2021,177.37.112.198,Health Care,$340.56 ,5 Eagan Road,5,4/6/2021,Ruskin,98,5/15/2019,225.47.64.28,162.193.199.240
3/10/2022,"$1,702.23 ","$6,697.32 ",8/20/2019,5.10876E+15,"$70,035.64 ",124 Evergreen Trail,Gateway,1515,,22,,"$652,103.99 ",6/17/2020,189.46.191.159,Finance,"$83,899.45 ",7 Butterfield Trail,96,9/4/2018,Fulton,92,12/20/2020,119.174.122.12,55.214.8.218
6/27/2021,"$6,622.68 ","$4,040.67 ",5/12/2019,5.10876E+15,"$26,913.99 ",5 Morningstar Park,Hermina,1829,,68,,"$838,594.54 ",3/7/2021,223.157.179.212,Health Care,"$9,670.81 ",1 Lake View Alley,40,5/13/2022,Commercial,71,5/13/2020,79.153.199.218,43.246.36.170
7/16/2018,"$2,194.76 ","$9,211.24 ",8/28/2020,5.04838E+15,"$57,739.91 ",1 Artisan Avenue,Dahle,64,,51,,"$379,385.89 ",8/12/2022,40.9.180.183,Consumer Non-Durables,"$25,641.90 ",1 Mayfield Alley,90,2/21/2019,Eagle Crest,65,1/21/2021,41.56.232.39,235.82.199.171
4/23/2022,"$5,764.76 ","$1,359.40 ",12/17/2021,5.04837E+15,"$67,515.89 ",384 Brickson Park Center,Harper,305,,11,,"$462,935.16 ",9/19/2018,61.80.160.81,Consumer Services,"$54,367.24 ",4 Commercial Lane,24,3/7/2019,Golf View,20,3/6/2021,240.218.168.65,90.109.102.126
12/19/2020,"$2,732.84 ","$6,264.77 ",10/1/2019,5.10875E+15,"$36,544.20 ",709 Blue Bill Park Trail,Northport,1941,,7,,"$427,479.72 ",8/16/2020,36.160.8.115,Health Care,"$77,614.28 ",48882 Main Center,80,4/25/2016,Morning,42,12/2/2021,136.108.248.242,152.153.169.246
10/27/2019,"$1,189.49 ","$2,232.24 ",12/7/2020,5.10876E+15,"$80,152.25 ",521 Melrose Alley,7th,1104,,91,,"$679,636.10 ",6/27/2022,52.245.36.56,Health Care,"$25,993.83 ",43059 Di Loreto Court,98,8/23/2019,Crowley,95,8/11/2022,160.46.97.80,111.173.202.11
9/22/2021,"$6,348.47 ",$768.26 ,3/1/2020,5.10876E+15,"$42,296.21 ",911 Independence Court,Lighthouse Bay,1295,,94,,"$262,346.45 ",11/21/2018,224.14.68.116,Consumer Durables,"$67,793.43 ",3684 Lakewood Gardens Center,66,10/28/2016,Erie,89,3/26/2018,217.16.196.162,103.108.145.24
12/30/2022,"$7,335.40 ","$2,110.86 ",12/18/2022,5.10876E+15,"$15,666.86 ",2473 Wayridge Place,Oak,1319,,74,,"$668,095.83 ",6/5/2021,243.44.38.154,Technology,"$52,163.81 ",85 Buena Vista Center,18,5/4/2020,Mccormick,22,8/14/2021,112.147.221.131,82.185.72.241
3/10/2018,"$7,114.61 ","$1,826.46 ",8/9/2020,5.04837E+15,"$14,047.62 ",62 Meadow Vale Junction,Kingsford,1231,,97,,"$822,943.24 ",10/22/2021,175.169.18.158,Energy,"$85,904.52 ",57 Glacier Hill Place,26,11/9/2017,Mariners Cove,65,12/6/2021,111.234.222.29,24.126.127.55
4/12/2018,"$2,819.30 ","$2,871.06 ",10/7/2019,5.04837E+15,"$10,357.03 ",69 Clove Park,Bartelt,1894,,29,,"$852,860.67 ",10/3/2019,130.49.165.93,Consumer Non-Durables,"$59,399.46 ",9 Boyd Point,78,3/25/2017,Rowland,27,5/3/2020,130.229.87.94,60.128.153.21
6/12/2018,"$9,831.60 ","$2,871.18 ",3/14/2020,5.10875E+15,"$59,748.33 ",4 Oneill Circle,Elka,732,,25,,"$810,107.30 ",9/12/2022,214.176.133.97,Basic Industries,"$97,823.24 ",1821 Granby Avenue,91,6/2/2019,Schurz,38,1/19/2020,42.209.212.248,35.254.70.145
5/10/2017,"$8,821.89 ","$3,802.58 ",1/13/2019,5.04837E+15,"$37,960.39 ",2 Warner Avenue,Texas,630,,38,,"$208,352.62 ",3/5/2019,9.80.69.120,Basic Industries,$508.37 ,1002 South Parkway,78,3/17/2017,Calypso,53,5/1/2021,196.185.68.247,30.32.185.186
2/25/2022,"$6,522.07 ","$1,964.52 ",10/21/2020,5.04838E+15,"$73,262.23 ",41 Tennyson Junction,Meadow Valley,1309,,97,,"$867,109.73 ",10/10/2018,255.188.235.178,Capital Goods,"$29,475.15 ",2967 Ryan Alley,62,1/3/2017,Old Gate,81,1/12/2019,164.215.28.167,134.14.11.244
12/2/2018,"$1,872.26 ","$4,521.88 ",1/16/2021,5.10876E+15,"$44,376.17 ",0 Express Terrace,Fairfield,1659,,63,,"$825,090.52 ",8/18/2019,90.52.113.150,n/a,"$49,995.87 ",6825 Towne Parkway,37,1/4/2016,Loftsgordon,84,8/15/2019,91.249.30.108,158.23.109.242
9/25/2018,"$9,201.77 ","$1,144.51 ",4/3/2021,5.10875E+15,"$54,118.58 ",33 Dwight Junction,Elgar,960,,3,,"$873,508.54 ",4/21/2019,170.128.32.245,Finance,"$65,112.80 ",947 International Place,55,6/3/2022,Meadow Valley,87,11/3/2018,219.133.228.119,3.106.57.33
6/14/2017,"$9,895.08 ","$7,056.47 ",8/1/2022,5.10875E+15,"$9,390.39 ",1238 Warrior Point,Armistice,1434,,57,,"$203,164.44 ",1/31/2019,179.63.240.65,n/a,"$87,290.33 ",3 Blue Bill Park Pass,97,8/17/2017,Glacier Hill,71,1/22/2021,65.67.137.208,137.12.182.205
2/3/2018,"$1,650.34 ","$6,231.89 ",1/9/2021,5.04838E+15,"$71,636.32 ",499 Golf View Lane,Service,1620,,71,,"$782,215.53 ",1/23/2019,134.24.102.84,Consumer Services,"$6,566.67 ",82388 Nevada Lane,28,10/9/2017,Mendota,43,5/28/2022,238.22.90.244,157.241.89.53
9/10/2020,"$2,911.78 ",$973.12 ,8/10/2022,5.04838E+15,"$32,156.14 ",06285 Melby Lane,Service,1828,,68,,"$750,399.07 ",3/18/2019,121.249.13.204,Consumer Services,"$87,820.48 ",823 Dorton Park,14,7/31/2016,Westerfield,86,6/5/2019,254.141.134.5,215.128.99.87
3/13/2019,"$4,803.88 ","$5,914.47 ",3/15/2019,5.04838E+15,"$85,452.86 ",587 Center Road,Kingsford,1257,,66,,"$751,097.52 ",12/19/2018,40.193.17.240,Transportation,"$71,214.34 ",94 Rusk Pass,70,6/12/2022,Buell,88,1/28/2021,118.208.74.207,43.13.237.239
8/11/2022,"$1,632.58 ","$6,213.68 ",8/13/2018,5.04837E+15,"$25,190.07 ",0 Schlimgen Court,Chinook,23,,29,,"$279,119.40 ",6/3/2018,230.105.249.179,Technology,"$90,225.66 ",93152 Johnson Plaza,35,2/24/2022,Hoard,15,6/24/2022,221.42.9.216,53.43.106.159
5/6/2022,"$3,471.78 ","$6,395.15 ",3/31/2020,5.04838E+15,"$70,411.79 ",51 Boyd Crossing,8th,667,,26,,"$250,357.35 ",12/24/2022,228.9.231.113,Public Utilities,"$33,227.60 ",0563 Dawn Avenue,1,12/23/2021,Evergreen,13,10/20/2021,138.170.140.150,78.3.54.84
1/30/2018,"$8,957.03 ","$5,799.06 ",7/5/2020,5.04838E+15,"$89,650.91 ",287 Westport Alley,Oakridge,112,,100,,"$796,090.04 ",8/29/2022,62.242.90.206,n/a,"$64,131.19 ",2 Ohio Junction,44,1/28/2019,Kipling,100,2/9/2021,222.72.20.19,98.154.94.84
12/14/2017,"$4,717.17 ","$1,645.38 ",5/24/2018,5.10875E+15,"$33,518.58 ",66102 Arizona Trail,Homewood,378,,5,,"$502,644.38 ",1/6/2020,145.94.36.93,n/a,"$11,677.58 ",7550 Morrow Court,62,6/29/2021,Sloan,99,9/25/2020,141.97.170.152,231.91.153.168
8/17/2018,"$5,899.57 ","$1,616.67 ",6/3/2020,5.10875E+15,"$38,298.11 ",8708 Manley Drive,Almo,707,,32,,"$734,392.31 ",11/3/2022,37.118.132.113,Finance,"$39,369.05 ",9609 Vermont Trail,29,11/28/2019,Kedzie,71,10/24/2021,164.237.41.234,185.215.41.255
5/3/2020,"$7,912.14 ",$525.54 ,12/23/2019,5.04837E+15,"$19,266.24 ",5190 Caliangt Way,Pleasure,321,,70,,"$804,882.07 ",6/19/2020,246.245.205.71,Health Care,"$47,292.18 ",5443 Mifflin Trail,27,4/25/2019,Fieldstone,96,10/30/2019,147.155.253.167,194.97.65.37
11/7/2019,"$6,290.82 ","$7,365.49 ",7/29/2022,5.04837E+15,"$54,162.92 ",411 Tennyson Trail,Pankratz,1856,,42,,"$765,776.22 ",6/10/2022,215.108.209.171,n/a,"$82,160.68 ",055 John Wall Plaza,62,1/23/2019,International,8,4/7/2022,41.42.28.104,126.28.234.213
10/10/2020,"$5,219.70 ","$4,159.07 ",12/11/2020,5.04837E+15,"$62,716.13 ",436 Arapahoe Road,Glacier Hill,1844,,42,,"$409,578.42 ",5/24/2020,4.180.248.158,n/a,"$73,233.46 ",4659 Mitchell Hill,88,8/28/2018,8th,30,3/26/2018,228.49.193.57,201.24.137.126
7/13/2017,"$3,774.02 ","$9,901.45 ",4/15/2022,5.04838E+15,"$13,105.03 ",6 Porter Way,Goodland,860,,26,,"$361,624.25 ",9/2/2021,210.49.4.254,Health Care,"$1,400.89 ",66 Tennyson Circle,12,2/28/2017,Merchant,94,7/25/2020,43.116.88.242,170.31.166.168
1/4/2017,"$3,754.00 ","$2,580.91 ",12/29/2022,5.04837E+15,"$5,137.94 ",235 Crowley Avenue,Sloan,1406,,41,,"$567,631.48 ",10/15/2020,153.197.236.3,Health Care,"$82,946.32 ",34 Heffernan Junction,2,6/30/2016,Eastwood,84,11/25/2021,143.103.25.230,39.235.159.41
2/15/2022,"$1,231.71 ","$4,140.02 ",1/18/2021,5.10876E+15,"$78,644.40 ",998 Oneill Drive,Scott,735,,51,,"$385,929.47 ",4/29/2022,120.253.125.244,n/a,"$92,952.44 ",4 Carpenter Court,30,4/2/2022,Helena,83,7/11/2022,78.135.18.156,192.139.112.234
11/5/2021,"$8,127.52 ",$989.60 ,4/10/2022,5.04838E+15,"$40,433.94 ",6332 Hovde Street,Kingsford,481,,51,,"$359,321.25 ",5/25/2019,88.55.105.107,Health Care,"$73,614.15 ",23 Iowa Trail,42,3/23/2018,Sherman,41,6/22/2019,21.60.0.180,135.74.144.156
2/6/2021,"$3,775.10 ","$2,672.16 ",6/3/2021,5.10875E+15,"$75,321.18 ",767 Sage Lane,Park Meadow,637,,12,,"$100,326.58 ",6/18/2021,50.195.183.92,Technology,"$39,376.93 ",1 Mccormick Place,75,1/22/2019,Kipling,53,9/14/2018,94.61.249.101,119.95.80.77
8/15/2017,"$3,405.91 ","$1,000.28 ",5/17/2018,5.04838E+15,"$40,286.47 ",55 Stang Place,Hermina,1320,,58,,"$830,474.48 ",8/9/2020,60.251.114.145,Technology,"$58,923.91 ",9071 Pepper Wood Trail,3,7/5/2020,Fulton,76,3/12/2022,69.109.27.248,126.190.160.217
7/5/2019,"$8,811.79 ","$2,694.88 ",12/12/2019,5.04837E+15,"$64,405.18 ",6 Gale Court,Erie,1898,,88,,"$486,777.29 ",9/10/2021,236.92.34.156,n/a,"$60,326.13 ",09 Valley Edge Hill,19,11/1/2021,Ruskin,43,6/3/2018,191.236.147.43,148.183.150.254
7/29/2019,"$4,805.22 ","$7,839.48 ",10/22/2018,5.10875E+15,"$81,776.25 ",92 Chinook Court,6th,1648,,20,,"$321,464.61 ",11/4/2020,25.192.64.82,Basic Industries,"$12,955.59 ",30169 Caliangt Circle,77,7/6/2018,Aberg,92,4/2/2021,115.27.204.221,148.129.82.81
11/6/2017,$748.74 ,"$2,452.21 ",2/17/2022,5.10876E+15,"$49,516.83 ",52414 Burrows Circle,Moland,1283,,99,,"$714,977.19 ",11/7/2022,253.144.176.113,Consumer Services,"$34,288.14 ",05136 Pearson Junction,78,11/1/2019,Dakota,49,3/18/2020,41.115.106.100,64.198.62.144
10/2/2017,"$6,121.35 ","$1,242.27 ",7/18/2021,5.10876E+15,"$79,875.79 ",1 Waywood Plaza,Meadow Vale,1996,,69,,"$477,917.99 ",1/11/2020,98.237.136.89,n/a,"$29,488.34 ",3 Bowman Road,17,6/17/2016,Bartillon,21,8/2/2021,9.56.94.45,121.93.23.88
10/4/2021,"$5,420.79 ","$8,167.53 ",8/4/2021,5.10876E+15,"$48,778.63 ",3 Service Avenue,Tennessee,1312,,36,,"$271,728.31 ",4/28/2018,213.66.86.187,Consumer Services,"$23,714.89 ",78 Transport Junction,37,2/8/2018,Carpenter,32,12/7/2022,32.67.5.92,39.148.225.75
